,Id,Parent,Rank,Rarity Score
2160,687,PLAXYPARTY,8,2185.39
2161,337,PLAXYPARTY,12,837.93
2162,733,PLAXYPARTY,13,478.84
2163,920,PLAXYPARTY,13,478.84
2164,185,PLAXYPARTY,15,471.26
2165,482,PLAXYPARTY,15,471.26
2166,231,PLAXYPARTY,17,428.84
2167,663,PLAXYPARTY,17,428.84
2168,736,PLAXYPARTY,17,428.84
2169,924,PLAXYPARTY,17,428.84
2170,134,PLAXYPARTY,21,278.84
2171,278,PLAXYPARTY,21,278.84
2172,339,PLAXYPARTY,21,278.84
2173,499,PLAXYPARTY,21,278.84
2174,508,PLAXYPARTY,21,278.84
2175,554,PLAXYPARTY,21,278.84
2176,622,PLAXYPARTY,21,278.84
2177,693,PLAXYPARTY,21,278.84
2178,731,PLAXYPARTY,21,278.84
2179,786,PLAXYPARTY,21,278.84
2180,805,PLAXYPARTY,21,278.84
2181,839,PLAXYPARTY,21,278.84
2182,856,PLAXYPARTY,21,278.84
2183,871,PLAXYPARTY,21,278.84
2184,893,PLAXYPARTY,21,278.84
2185,906,PLAXYPARTY,21,278.84
2186,938,PLAXYPARTY,21,278.84
2187,972,PLAXYPARTY,21,278.84
2188,670,PLAXYPARTY,39,271.26
2189,807,PLAXYPARTY,39,271.26
2190,0,PLAXYPARTY,41,123.93
2191,3,PLAXYPARTY,41,123.93
2192,4,PLAXYPARTY,41,123.93
2193,5,PLAXYPARTY,41,123.93
2194,8,PLAXYPARTY,41,123.93
2195,10,PLAXYPARTY,41,123.93
2196,11,PLAXYPARTY,41,123.93
2197,12,PLAXYPARTY,41,123.93
2198,13,PLAXYPARTY,41,123.93
2199,15,PLAXYPARTY,41,123.93
2200,90,YUME BY DANIEL MAZZONE COLLECTION,1,507.76
2201,14,YUME BY DANIEL MAZZONE COLLECTION,2,459.41
2202,110,YUME BY DANIEL MAZZONE COLLECTION,3,440.05
2203,2,YUME BY DANIEL MAZZONE COLLECTION,4,434.15
2204,9,YUME BY DANIEL MAZZONE COLLECTION,5,431.61
2205,11,YUME BY DANIEL MAZZONE COLLECTION,6,429.56
2206,28,YUME BY DANIEL MAZZONE COLLECTION,7,425.19
2207,94,YUME BY DANIEL MAZZONE COLLECTION,8,424.2
2208,42,YUME BY DANIEL MAZZONE COLLECTION,9,418.84
2209,79,YUME BY DANIEL MAZZONE COLLECTION,10,412.67
2210,81,YUME BY DANIEL MAZZONE COLLECTION,11,409.98
2211,21,YUME BY DANIEL MAZZONE COLLECTION,12,408.23
2212,46,YUME BY DANIEL MAZZONE COLLECTION,13,405.94
2213,80,YUME BY DANIEL MAZZONE COLLECTION,14,403.26
2214,71,YUME BY DANIEL MAZZONE COLLECTION,15,400.9
2215,15,YUME BY DANIEL MAZZONE COLLECTION,16,399.21
2216,77,YUME BY DANIEL MAZZONE COLLECTION,17,397.75
2217,83,YUME BY DANIEL MAZZONE COLLECTION,18,396.7
2218,82,YUME BY DANIEL MAZZONE COLLECTION,19,394.4
2219,106,YUME BY DANIEL MAZZONE COLLECTION,20,393.35
2220,93,YUME BY DANIEL MAZZONE COLLECTION,21,392.6
2221,64,YUME BY DANIEL MAZZONE COLLECTION,22,392.5
2222,92,YUME BY DANIEL MAZZONE COLLECTION,23,392.04
2223,61,YUME BY DANIEL MAZZONE COLLECTION,24,388.06
2224,20,YUME BY DANIEL MAZZONE COLLECTION,25,382.81
2225,13,YUME BY DANIEL MAZZONE COLLECTION,26,379.15
2226,43,YUME BY DANIEL MAZZONE COLLECTION,27,371.05
2227,56,YUME BY DANIEL MAZZONE COLLECTION,28,361.73
2228,84,YUME BY DANIEL MAZZONE COLLECTION,29,357.36
2229,31,YUME BY DANIEL MAZZONE COLLECTION,30,356.67
2230,55,YUME BY DANIEL MAZZONE COLLECTION,31,346.28
2231,17,YUME BY DANIEL MAZZONE COLLECTION,32,345.16
2232,6,YUME BY DANIEL MAZZONE COLLECTION,33,337.12
2233,89,YUME BY DANIEL MAZZONE COLLECTION,34,334.96
2234,19,YUME BY DANIEL MAZZONE COLLECTION,35,334.67
2235,3,YUME BY DANIEL MAZZONE COLLECTION,36,333.83
2236,108,YUME BY DANIEL MAZZONE COLLECTION,37,330.08
2237,107,YUME BY DANIEL MAZZONE COLLECTION,38,329.07
2238,39,YUME BY DANIEL MAZZONE COLLECTION,39,327.69
2239,87,YUME BY DANIEL MAZZONE COLLECTION,40,327.56
2240,25,YUME BY DANIEL MAZZONE COLLECTION,41,327.54
2241,16,YUME BY DANIEL MAZZONE COLLECTION,42,327.36
2242,37,YUME BY DANIEL MAZZONE COLLECTION,43,326.42
2243,26,YUME BY DANIEL MAZZONE COLLECTION,44,325.3
2244,18,YUME BY DANIEL MAZZONE COLLECTION,45,323.54
2245,41,YUME BY DANIEL MAZZONE COLLECTION,46,322.82
2246,10,YUME BY DANIEL MAZZONE COLLECTION,47,320.01
2247,12,YUME BY DANIEL MAZZONE COLLECTION,48,313.8
2248,40,YUME BY DANIEL MAZZONE COLLECTION,49,312.58
2249,35,YUME BY DANIEL MAZZONE COLLECTION,50,309.55
2250,13,METAPLACES OFFICES,1,1809.09
2251,50,METAPLACES OFFICES,1,1809.09
2252,133,METAPLACES OFFICES,1,1809.09
2253,1,METAPLACES OFFICES,4,1466.23
2254,35,METAPLACES OFFICES,4,1466.23
2255,77,METAPLACES OFFICES,4,1466.23
2256,88,METAPLACES OFFICES,4,1466.23
2257,202,METAPLACES OFFICES,4,1466.23
2258,285,METAPLACES OFFICES,4,1466.23
2259,333,METAPLACES OFFICES,4,1466.23
2260,339,METAPLACES OFFICES,11,660.64
2261,358,METAPLACES OFFICES,12,643.66
2262,198,METAPLACES OFFICES,13,626.48
2263,87,METAPLACES OFFICES,14,626.02
2264,32,METAPLACES OFFICES,15,625.25
2265,188,METAPLACES OFFICES,16,618.25
2266,48,METAPLACES OFFICES,17,523.32
2267,332,METAPLACES OFFICES,18,506.65
2268,275,METAPLACES OFFICES,19,502.59
2269,29,METAPLACES OFFICES,20,502.44
2270,325,METAPLACES OFFICES,21,494.14
2271,350,METAPLACES OFFICES,22,469.14
2272,161,METAPLACES OFFICES,23,461.87
2273,94,METAPLACES OFFICES,24,458.66
2274,67,METAPLACES OFFICES,25,455.71
2275,154,METAPLACES OFFICES,26,446.99
2276,21,METAPLACES OFFICES,27,437.13
2277,328,METAPLACES OFFICES,28,436.49
2278,177,METAPLACES OFFICES,29,434.97
2279,208,METAPLACES OFFICES,30,426.36
2280,340,METAPLACES OFFICES,31,425.25
2281,375,METAPLACES OFFICES,32,424.09
2282,9,METAPLACES OFFICES,33,418.28
2283,284,METAPLACES OFFICES,34,418.1
2284,53,METAPLACES OFFICES,35,411.77
2285,371,METAPLACES OFFICES,36,409.89
2286,144,METAPLACES OFFICES,37,406.33
2287,38,METAPLACES OFFICES,38,403.91
2288,44,METAPLACES OFFICES,39,403.34
2289,360,METAPLACES OFFICES,40,399.69
2290,159,METAPLACES OFFICES,41,398.46
2291,320,METAPLACES OFFICES,42,396.82
2292,25,METAPLACES OFFICES,43,387.48
2293,175,METAPLACES OFFICES,44,382.09
2294,385,METAPLACES OFFICES,45,379.98
2295,189,METAPLACES OFFICES,46,374.91
2296,237,METAPLACES OFFICES,47,371.15
2297,311,METAPLACES OFFICES,48,370.46
2298,176,METAPLACES OFFICES,49,366.96
2299,206,METAPLACES OFFICES,50,366.06
2300,77,RUGBUGS LOL,1,329.34
2301,218,RUGBUGS LOL,2,328.35
2302,485,RUGBUGS LOL,3,324.49
2303,308,RUGBUGS LOL,4,310.86
2304,140,RUGBUGS LOL,5,310.66
2305,145,RUGBUGS LOL,6,305.9
2306,191,RUGBUGS LOL,7,304.94
2307,173,RUGBUGS LOL,8,304.88
2308,129,RUGBUGS LOL,9,302.91
2309,537,RUGBUGS LOL,10,300.05
2310,447,RUGBUGS LOL,11,299.55
2311,324,RUGBUGS LOL,12,294.65
2312,385,RUGBUGS LOL,13,292.06
2313,15,RUGBUGS LOL,14,286.55
2314,186,RUGBUGS LOL,15,286.48
2315,374,RUGBUGS LOL,16,285.91
2316,489,RUGBUGS LOL,17,283.77
2317,321,RUGBUGS LOL,18,283.5
2318,153,RUGBUGS LOL,19,283.37
2319,17,RUGBUGS LOL,20,283.14
2320,155,RUGBUGS LOL,21,282.06
2321,383,RUGBUGS LOL,22,281.71
2322,346,RUGBUGS LOL,23,281.08
2323,379,RUGBUGS LOL,24,280.37
2324,558,RUGBUGS LOL,25,279.63
2325,372,RUGBUGS LOL,26,278.09
2326,438,RUGBUGS LOL,27,277.78
2327,445,RUGBUGS LOL,28,263.74
2328,386,RUGBUGS LOL,29,254.78
2329,418,RUGBUGS LOL,30,254.66
2330,325,RUGBUGS LOL,31,254.2
2331,81,RUGBUGS LOL,32,254.02
2332,209,RUGBUGS LOL,33,253.14
2333,5,RUGBUGS LOL,34,248.97
2334,334,RUGBUGS LOL,35,247.16
2335,41,RUGBUGS LOL,36,242.85
2336,299,RUGBUGS LOL,37,242.35
2337,332,RUGBUGS LOL,38,241.22
2338,382,RUGBUGS LOL,39,240.73
2339,135,RUGBUGS LOL,40,240.53
2340,100,RUGBUGS LOL,41,239.01
2341,540,RUGBUGS LOL,42,238.37
2342,286,RUGBUGS LOL,43,236.78
2343,199,RUGBUGS LOL,44,236.35
2344,274,RUGBUGS LOL,45,236.29
2345,232,RUGBUGS LOL,46,234.12
2346,533,RUGBUGS LOL,47,233.88
2347,481,RUGBUGS LOL,48,233.53
2348,164,RUGBUGS LOL,49,233.25
2349,456,RUGBUGS LOL,50,230.11
2350,215,ZOMBUNNIES,1,9158.3
2351,120,ZOMBUNNIES,2,7960.09
2352,1214,ZOMBUNNIES,3,1411.09
2353,612,ZOMBUNNIES,4,1387.6
2354,947,ZOMBUNNIES,5,1317.17
2355,135,ZOMBUNNIES,6,781.57
2356,1120,ZOMBUNNIES,7,710.24
2357,109,ZOMBUNNIES,8,702.83
2358,1144,ZOMBUNNIES,9,701.79
2359,1107,ZOMBUNNIES,10,699.23
2360,381,ZOMBUNNIES,11,697.28
2361,806,ZOMBUNNIES,12,669.38
2362,147,ZOMBUNNIES,13,597.23
2363,780,ZOMBUNNIES,14,582.4
2364,484,ZOMBUNNIES,15,577.96
2365,943,ZOMBUNNIES,16,571.85
2366,670,ZOMBUNNIES,17,553.64
2367,354,ZOMBUNNIES,18,539.54
2368,400,ZOMBUNNIES,19,524.95
2369,118,ZOMBUNNIES,20,522.16
2370,1058,ZOMBUNNIES,21,509.6
2371,440,ZOMBUNNIES,22,507.77
2372,1,ZOMBUNNIES,23,507.23
2373,735,ZOMBUNNIES,24,505.34
2374,263,ZOMBUNNIES,25,493.64
2375,347,ZOMBUNNIES,26,489.11
2376,32,ZOMBUNNIES,27,473.59
2377,874,ZOMBUNNIES,28,470.61
2378,214,ZOMBUNNIES,29,463.08
2379,756,ZOMBUNNIES,30,396.45
2380,979,ZOMBUNNIES,31,392.15
2381,80,ZOMBUNNIES,32,386.82
2382,797,ZOMBUNNIES,33,368.88
2383,95,ZOMBUNNIES,34,368.14
2384,437,ZOMBUNNIES,35,355.92
2385,610,ZOMBUNNIES,36,349.33
2386,33,ZOMBUNNIES,37,299.48
2387,934,ZOMBUNNIES,38,296.31
2388,558,ZOMBUNNIES,39,294.06
2389,745,ZOMBUNNIES,40,290.06
2390,447,ZOMBUNNIES,41,288.01
2391,999,ZOMBUNNIES,42,274.18
2392,42,ZOMBUNNIES,43,272.21
2393,909,ZOMBUNNIES,44,269.97
2394,763,ZOMBUNNIES,45,266.77
2395,913,ZOMBUNNIES,46,264.57
2396,1128,ZOMBUNNIES,47,264.18
2397,227,ZOMBUNNIES,48,263.93
2398,1116,ZOMBUNNIES,49,263.21
2399,841,ZOMBUNNIES,50,261.72
2400,173,GAKKO LABS,1,33259.0
2401,289,GAKKO LABS,1,33259.0
2402,653,GAKKO LABS,1,33259.0
2403,670,GAKKO LABS,1,33259.0
2404,802,GAKKO LABS,1,33259.0
2405,1471,GAKKO LABS,1,33259.0
2406,1635,GAKKO LABS,1,33259.0
2407,2308,GAKKO LABS,1,33259.0
2408,4505,GAKKO LABS,1,33259.0
2409,4973,GAKKO LABS,1,33259.0
2410,3617,GAKKO LABS,11,13490.52
2411,5304,GAKKO LABS,12,10880.1
2412,433,GAKKO LABS,13,10830.47
2413,2473,GAKKO LABS,14,10726.13
2414,5116,GAKKO LABS,15,10467.53
2415,1434,GAKKO LABS,16,10441.87
2416,2384,GAKKO LABS,17,10303.29
2417,3301,GAKKO LABS,18,9781.26
2418,52,GAKKO LABS,19,9700.67
2419,4837,GAKKO LABS,20,9683.52
2420,2027,GAKKO LABS,21,9642.68
2421,3303,GAKKO LABS,22,9597.21
2422,3785,GAKKO LABS,23,9550.3
2423,607,GAKKO LABS,24,9254.59
2424,3296,GAKKO LABS,25,9227.76
2425,2945,GAKKO LABS,26,9109.64
2426,2407,GAKKO LABS,27,9095.7
2427,5266,GAKKO LABS,28,9076.42
2428,2685,GAKKO LABS,29,9038.59
2429,2189,GAKKO LABS,30,9001.64
2430,2528,GAKKO LABS,30,9001.64
2431,4478,GAKKO LABS,32,8990.12
2432,4001,GAKKO LABS,33,8963.74
2433,4647,GAKKO LABS,34,8957.86
2434,5271,GAKKO LABS,35,8948.85
2435,940,GAKKO LABS,36,8918.05
2436,2968,GAKKO LABS,37,8871.35
2437,4955,GAKKO LABS,38,8869.66
2438,3816,GAKKO LABS,39,8809.83
2439,1634,GAKKO LABS,40,8804.63
2440,3991,GAKKO LABS,41,8786.08
2441,1486,GAKKO LABS,42,8730.24
2442,4230,GAKKO LABS,43,8660.7
2443,4909,GAKKO LABS,44,8652.34
2444,4401,GAKKO LABS,45,8552.8
2445,4240,GAKKO LABS,46,8542.36
2446,3819,GAKKO LABS,47,8506.29
2447,3481,GAKKO LABS,48,8504.53
2448,4716,GAKKO LABS,49,8484.29
2449,4974,GAKKO LABS,50,8473.73
2450,1,POLYGON S FLAMING PHENIX CLUB,1,18737.28
2451,1956,POLYGON S FLAMING PHENIX CLUB,1,18737.28
2452,3865,POLYGON S FLAMING PHENIX CLUB,1,18737.28
2453,4671,POLYGON S FLAMING PHENIX CLUB,4,297.42
2454,2473,POLYGON S FLAMING PHENIX CLUB,5,262.2
2455,1374,POLYGON S FLAMING PHENIX CLUB,6,252.62
2456,4602,POLYGON S FLAMING PHENIX CLUB,7,247.21
2457,4600,POLYGON S FLAMING PHENIX CLUB,8,244.94
2458,2433,POLYGON S FLAMING PHENIX CLUB,9,240.41
2459,1074,POLYGON S FLAMING PHENIX CLUB,10,234.03
2460,3384,POLYGON S FLAMING PHENIX CLUB,11,231.58
2461,2463,POLYGON S FLAMING PHENIX CLUB,12,230.15
2462,1861,POLYGON S FLAMING PHENIX CLUB,13,227.21
2463,2205,POLYGON S FLAMING PHENIX CLUB,14,226.05
2464,1029,POLYGON S FLAMING PHENIX CLUB,15,225.59
2465,2109,POLYGON S FLAMING PHENIX CLUB,16,224.5
2466,4989,POLYGON S FLAMING PHENIX CLUB,17,223.82
2467,2854,POLYGON S FLAMING PHENIX CLUB,18,220.83
2468,2034,POLYGON S FLAMING PHENIX CLUB,19,218.68
2469,1166,POLYGON S FLAMING PHENIX CLUB,20,215.96
2470,2896,POLYGON S FLAMING PHENIX CLUB,21,214.89
2471,1541,POLYGON S FLAMING PHENIX CLUB,22,212.57
2472,1900,POLYGON S FLAMING PHENIX CLUB,23,212.32
2473,2840,POLYGON S FLAMING PHENIX CLUB,24,211.79
2474,3386,POLYGON S FLAMING PHENIX CLUB,25,210.77
2475,3354,POLYGON S FLAMING PHENIX CLUB,26,210.23
2476,2266,POLYGON S FLAMING PHENIX CLUB,27,209.9
2477,311,POLYGON S FLAMING PHENIX CLUB,28,209.79
2478,5324,POLYGON S FLAMING PHENIX CLUB,29,208.09
2479,3042,POLYGON S FLAMING PHENIX CLUB,30,207.36
2480,1026,POLYGON S FLAMING PHENIX CLUB,31,206.81
2481,4429,POLYGON S FLAMING PHENIX CLUB,32,205.56
2482,5151,POLYGON S FLAMING PHENIX CLUB,33,204.97
2483,2487,POLYGON S FLAMING PHENIX CLUB,34,202.63
2484,5067,POLYGON S FLAMING PHENIX CLUB,35,202.43
2485,1630,POLYGON S FLAMING PHENIX CLUB,36,202.35
2486,5489,POLYGON S FLAMING PHENIX CLUB,37,201.75
2487,4326,POLYGON S FLAMING PHENIX CLUB,38,201.55
2488,1890,POLYGON S FLAMING PHENIX CLUB,39,201.14
2489,1723,POLYGON S FLAMING PHENIX CLUB,40,198.51
2490,929,POLYGON S FLAMING PHENIX CLUB,41,197.27
2491,1131,POLYGON S FLAMING PHENIX CLUB,42,195.32
2492,4796,POLYGON S FLAMING PHENIX CLUB,43,194.55
2493,5322,POLYGON S FLAMING PHENIX CLUB,44,194.42
2494,4021,POLYGON S FLAMING PHENIX CLUB,45,193.59
2495,3970,POLYGON S FLAMING PHENIX CLUB,46,193.45
2496,3841,POLYGON S FLAMING PHENIX CLUB,47,193.26
2497,1897,POLYGON S FLAMING PHENIX CLUB,48,192.96
2498,3276,POLYGON S FLAMING PHENIX CLUB,49,192.89
2499,4420,POLYGON S FLAMING PHENIX CLUB,50,192.78
2500,100,METAPLACES SMALL OFFICES,1,33333.33
2501,290,METAPLACES SMALL OFFICES,2,32001.13
2502,322,METAPLACES SMALL OFFICES,3,29359.14
2503,336,METAPLACES SMALL OFFICES,4,25359.14
2504,90,METAPLACES SMALL OFFICES,5,25333.33
2505,1234,METAPLACES SMALL OFFICES,6,23357.58
2506,2222,METAPLACES SMALL OFFICES,7,22011.4
2507,3400,METAPLACES SMALL OFFICES,7,22011.4
2508,1500,METAPLACES SMALL OFFICES,9,20090.53
2509,3720,METAPLACES SMALL OFFICES,10,20025.63
2510,20,METAPLACES SMALL OFFICES,11,20001.38
2511,69,METAPLACES SMALL OFFICES,11,20001.38
2512,777,METAPLACES SMALL OFFICES,13,19378.07
2513,3070,METAPLACES SMALL OFFICES,14,317.65
2514,814,METAPLACES SMALL OFFICES,15,312.59
2515,1214,METAPLACES SMALL OFFICES,16,311.93
2516,4,METAPLACES SMALL OFFICES,17,309.19
2517,741,METAPLACES SMALL OFFICES,18,306.17
2518,3623,METAPLACES SMALL OFFICES,19,302.1
2519,2811,METAPLACES SMALL OFFICES,20,300.77
2520,1684,METAPLACES SMALL OFFICES,21,295.49
2521,546,METAPLACES SMALL OFFICES,22,291.99
2522,1051,METAPLACES SMALL OFFICES,23,291.51
2523,807,METAPLACES SMALL OFFICES,24,291.11
2524,3170,METAPLACES SMALL OFFICES,25,290.44
2525,1695,METAPLACES SMALL OFFICES,26,290.05
2526,1959,METAPLACES SMALL OFFICES,27,290.04
2527,1473,METAPLACES SMALL OFFICES,28,289.21
2528,2631,METAPLACES SMALL OFFICES,29,289.03
2529,447,METAPLACES SMALL OFFICES,30,285.95
2530,2749,METAPLACES SMALL OFFICES,31,285.55
2531,1933,METAPLACES SMALL OFFICES,32,284.62
2532,2510,METAPLACES SMALL OFFICES,33,284.56
2533,3149,METAPLACES SMALL OFFICES,34,284.24
2534,2079,METAPLACES SMALL OFFICES,35,284.2
2535,3990,METAPLACES SMALL OFFICES,36,283.85
2536,1286,METAPLACES SMALL OFFICES,37,283.21
2537,2477,METAPLACES SMALL OFFICES,38,282.74
2538,2147,METAPLACES SMALL OFFICES,39,282.25
2539,3530,METAPLACES SMALL OFFICES,40,281.35
2540,1676,METAPLACES SMALL OFFICES,41,281.18
2541,141,METAPLACES SMALL OFFICES,42,281.02
2542,3122,METAPLACES SMALL OFFICES,43,280.73
2543,3853,METAPLACES SMALL OFFICES,44,280.3
2544,604,METAPLACES SMALL OFFICES,45,278.25
2545,1076,METAPLACES SMALL OFFICES,46,277.86
2546,2295,METAPLACES SMALL OFFICES,47,276.74
2547,2297,METAPLACES SMALL OFFICES,48,275.89
2548,3071,METAPLACES SMALL OFFICES,49,275.33
2549,3103,METAPLACES SMALL OFFICES,50,275.18
2550,2342,TURUSU FOREST,1,184.51
2551,3364,TURUSU FOREST,2,183.96
2552,7144,TURUSU FOREST,3,183.76
2553,3507,TURUSU FOREST,4,183.48
2554,6654,TURUSU FOREST,5,183.43
2555,645,TURUSU FOREST,6,183.19
2556,5708,TURUSU FOREST,7,183.13
2557,224,TURUSU FOREST,8,183.08
2558,5361,TURUSU FOREST,9,183.02
2559,3622,TURUSU FOREST,10,182.92
2560,2184,TURUSU FOREST,11,182.87
2561,1914,TURUSU FOREST,12,182.77
2562,6820,TURUSU FOREST,13,182.43
2563,5848,TURUSU FOREST,14,182.4
2564,5410,TURUSU FOREST,15,182.34
2565,4500,TURUSU FOREST,16,182.32
2566,5281,TURUSU FOREST,16,182.32
2567,3099,TURUSU FOREST,18,182.26
2568,5812,TURUSU FOREST,19,182.24
2569,7038,TURUSU FOREST,20,182.19
2570,8553,TURUSU FOREST,21,182.18
2571,614,TURUSU FOREST,22,182.17
2572,4318,TURUSU FOREST,22,182.17
2573,142,TURUSU FOREST,24,182.13
2574,2310,TURUSU FOREST,24,182.13
2575,6817,TURUSU FOREST,26,182.12
2576,4472,TURUSU FOREST,27,182.1
2577,5205,TURUSU FOREST,27,182.1
2578,6781,TURUSU FOREST,29,182.08
2579,7428,TURUSU FOREST,30,182.07
2580,4497,TURUSU FOREST,31,182.05
2581,1064,TURUSU FOREST,32,182.04
2582,9973,TURUSU FOREST,32,182.04
2583,5751,TURUSU FOREST,34,182.03
2584,6830,TURUSU FOREST,35,181.98
2585,8878,TURUSU FOREST,36,181.92
2586,6514,TURUSU FOREST,37,181.91
2587,6814,TURUSU FOREST,38,181.9
2588,4011,TURUSU FOREST,39,181.85
2589,9577,TURUSU FOREST,40,181.8
2590,2400,TURUSU FOREST,41,181.77
2591,1571,TURUSU FOREST,42,181.73
2592,6604,TURUSU FOREST,42,181.73
2593,8537,TURUSU FOREST,44,181.71
2594,4004,TURUSU FOREST,45,181.68
2595,4628,TURUSU FOREST,46,181.66
2596,4603,TURUSU FOREST,47,181.62
2597,9011,TURUSU FOREST,48,181.59
2598,3767,TURUSU FOREST,49,181.57
2599,3431,TURUSU FOREST,50,181.52
2600,4295,CANGSTER,1,11706.75
2601,4990,CANGSTER,2,11701.62
2602,7017,CANGSTER,3,11701.51
2603,8224,CANGSTER,4,11701.32
2604,9352,CANGSTER,5,11701.26
2605,619,CANGSTER,6,11699.47
2606,7459,CANGSTER,7,3405.95
2607,3869,CANGSTER,8,2905.21
2608,8112,CANGSTER,9,2849.6
2609,5814,CANGSTER,10,2824.12
2610,5342,CANGSTER,11,1787.99
2611,3078,CANGSTER,12,1710.95
2612,5982,CANGSTER,13,1645.27
2613,1578,CANGSTER,14,1561.4
2614,9417,CANGSTER,15,1493.84
2615,2082,CANGSTER,16,1468.94
2616,4460,CANGSTER,17,1419.62
2617,9381,CANGSTER,18,1417.09
2618,4498,CANGSTER,19,1405.45
2619,3978,CANGSTER,20,1398.12
2620,4923,CANGSTER,21,1393.42
2621,670,CANGSTER,22,1389.4
2622,7625,CANGSTER,23,1364.45
2623,4437,CANGSTER,24,1356.38
2624,4970,CANGSTER,25,1347.92
2625,705,CANGSTER,26,1341.61
2626,392,CANGSTER,27,1339.45
2627,925,CANGSTER,28,1336.37
2628,2778,CANGSTER,29,1330.31
2629,3678,CANGSTER,30,1321.74
2630,8426,CANGSTER,31,1307.72
2631,7253,CANGSTER,32,1304.99
2632,7710,CANGSTER,33,1301.09
2633,239,CANGSTER,34,1297.3
2634,5318,CANGSTER,35,1290.3
2635,3170,CANGSTER,36,1283.49
2636,1403,CANGSTER,37,1280.74
2637,1278,CANGSTER,38,1275.58
2638,1052,CANGSTER,39,1273.51
2639,3378,CANGSTER,40,1271.33
2640,8193,CANGSTER,41,1249.73
2641,7594,CANGSTER,42,1243.62
2642,5387,CANGSTER,43,1238.72
2643,678,CANGSTER,44,1231.56
2644,2178,CANGSTER,45,1228.96
2645,978,CANGSTER,46,1223.76
2646,2478,CANGSTER,47,1214.67
2647,1878,CANGSTER,48,1195.39
2648,378,CANGSTER,49,1181.56
2649,9280,CANGSTER,50,1169.66
2650,26,MODEL EROS VILLAGE HIME,1,104007.86
2651,52,MODEL EROS VILLAGE HIME,1,104007.86
2652,71,MODEL EROS VILLAGE HIME,1,104007.86
2653,72,MODEL EROS VILLAGE HIME,1,104007.86
2654,77,MODEL EROS VILLAGE HIME,1,104007.86
2655,103,MODEL EROS VILLAGE HIME,1,104007.86
2656,106,MODEL EROS VILLAGE HIME,1,104007.86
2657,128,MODEL EROS VILLAGE HIME,1,104007.86
2658,147,MODEL EROS VILLAGE HIME,1,104007.86
2659,157,MODEL EROS VILLAGE HIME,1,104007.86
2660,209,MODEL EROS VILLAGE HIME,1,104007.86
2661,217,MODEL EROS VILLAGE HIME,1,104007.86
2662,242,MODEL EROS VILLAGE HIME,1,104007.86
2663,255,MODEL EROS VILLAGE HIME,1,104007.86
2664,278,MODEL EROS VILLAGE HIME,1,104007.86
2665,284,MODEL EROS VILLAGE HIME,1,104007.86
2666,343,MODEL EROS VILLAGE HIME,1,104007.86
2667,421,MODEL EROS VILLAGE HIME,1,104007.86
2668,432,MODEL EROS VILLAGE HIME,1,104007.86
2669,495,MODEL EROS VILLAGE HIME,1,104007.86
2670,501,MODEL EROS VILLAGE HIME,1,104007.86
2671,517,MODEL EROS VILLAGE HIME,1,104007.86
2672,519,MODEL EROS VILLAGE HIME,1,104007.86
2673,542,MODEL EROS VILLAGE HIME,1,104007.86
2674,660,MODEL EROS VILLAGE HIME,1,104007.86
2675,709,MODEL EROS VILLAGE HIME,1,104007.86
2676,722,MODEL EROS VILLAGE HIME,1,104007.86
2677,804,MODEL EROS VILLAGE HIME,1,104007.86
2678,810,MODEL EROS VILLAGE HIME,1,104007.86
2679,846,MODEL EROS VILLAGE HIME,1,104007.86
2680,907,MODEL EROS VILLAGE HIME,1,104007.86
2681,937,MODEL EROS VILLAGE HIME,1,104007.86
2682,947,MODEL EROS VILLAGE HIME,1,104007.86
2683,959,MODEL EROS VILLAGE HIME,1,104007.86
2684,991,MODEL EROS VILLAGE HIME,1,104007.86
2685,1027,MODEL EROS VILLAGE HIME,1,104007.86
2686,1036,MODEL EROS VILLAGE HIME,1,104007.86
2687,1061,MODEL EROS VILLAGE HIME,1,104007.86
2688,1160,MODEL EROS VILLAGE HIME,1,104007.86
2689,1163,MODEL EROS VILLAGE HIME,1,104007.86
2690,1166,MODEL EROS VILLAGE HIME,1,104007.86
2691,1204,MODEL EROS VILLAGE HIME,1,104007.86
2692,1329,MODEL EROS VILLAGE HIME,1,104007.86
2693,1341,MODEL EROS VILLAGE HIME,1,104007.86
2694,1425,MODEL EROS VILLAGE HIME,1,104007.86
2695,1445,MODEL EROS VILLAGE HIME,1,104007.86
2696,1460,MODEL EROS VILLAGE HIME,1,104007.86
2697,1514,MODEL EROS VILLAGE HIME,1,104007.86
2698,1526,MODEL EROS VILLAGE HIME,1,104007.86
2699,1535,MODEL EROS VILLAGE HIME,1,104007.86
2700,666,MISSION NFT SERIES,1,28875.0
2701,1000,MISSION NFT SERIES,2,16875.0
2702,2000,MISSION NFT SERIES,2,16875.0
2703,3000,MISSION NFT SERIES,2,16875.0
2704,4000,MISSION NFT SERIES,2,16875.0
2705,5000,MISSION NFT SERIES,2,16875.0
2706,6000,MISSION NFT SERIES,2,16875.0
2707,7000,MISSION NFT SERIES,2,16875.0
2708,4265,MISSION NFT SERIES,9,3536.85
2709,5444,MISSION NFT SERIES,10,3529.11
2710,1100,MISSION NFT SERIES,11,2401.43
2711,1454,MISSION NFT SERIES,12,2380.22
2712,3007,MISSION NFT SERIES,13,2376.23
2713,2668,MISSION NFT SERIES,14,2375.0
2714,2530,MISSION NFT SERIES,15,2373.88
